name,category,location,area_sqft,price,link,latitude,longitude,nearestMRT,distance
Stirling Residences,Condo,21 Stirling Road · D3,635,1063000,https://www.99.co/singapore/sale/property/stirling-residences-condo-rvwcZCosHphcGQucmD3TZR,1.293564,103.805326,Queenstown,0.0013954443020075345
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,753,1121000,https://www.99.co/singapore/sale/property/sixteen35-residences-condo-StQJetLkiyyXiHWmFwFWCY,1.3153138,103.8885694,Paya Lebar,0.005242769481860556
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,850,1286000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-qcaTmdVDDHosPCwuiSSLFT,1.3661523,103.872814,Kovan,0.01371927501655056
Stirling Residences,Condo,21 Stirling Road · D3,635,1063000,https://www.99.co/singapore/sale/property/stirling-residences-condo-7ZfGJVQ6RTanwZj5px8bGS,1.293564,103.805326,Queenstown,0.0013954443020075345
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,667,975000,https://www.99.co/singapore/sale/property/sixteen35-residences-condo-ERLgYx3GLvRvWB6XECgJLA,1.3153138,103.8885694,Paya Lebar,0.005242769481860556
Seaside Residences,Condo,10 Siglap Link · D15,1087,2078000,https://www.99.co/singapore/sale/property/seaside-residences-condo-KvPtAuzDpiUdbS78ADfJme,1.3076933,103.9278752,Bedok,0.016478917175894368
Amber 45,Condo,45 Amber Road · D15,700,1792000,https://www.99.co/singapore/sale/property/amber-45-condo-UXScf34rmNjKzBWQUjgMx6,1.302636,103.901821,Dakota,0.014230991708241837
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,753,1103000,https://www.99.co/singapore/sale/property/sixteen35-residences-condo-QrokBUw3cadj5VfYpLzaW9,1.3153138,103.8885694,Paya Lebar,0.005242769481860556
The Greenwich,Condo,5 Seletar Road · D28,1045,1100000,https://www.99.co/singapore/sale/property/the-greenwich-condo-UxvNyP6NdB5pYcQ8bFtNWF,1.3869801,103.8688092,Fernvale,0.008914858958507552
Stirling Residences,Condo,21 Stirling Road · D3,441,899000,https://www.99.co/singapore/sale/property/stirling-residences-condo-99jhCkU9xab8YzvXn9n839,1.293564,103.805326,Queenstown,0.0013954443020075345
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,1066,1273000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-wkCiYftn7Uqaqh7pQatxba,1.371715,103.900472,Hougang,0.00793738445898828
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,850,1286000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-CG8A8zmS2Ydxuyhp7Fz43L,1.3661523,103.872814,Kovan,0.01371927501655056
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,624,910000,https://www.99.co/singapore/sale/property/sixteen35-residences-condo-He5dUxwqttPLTWviSAQHQL,1.3153138,103.8885694,Paya Lebar,0.005242769481860556
Seaside Residences,Condo,10 Siglap Link · D15,1023,1892000,https://www.99.co/singapore/sale/property/seaside-residences-condo-BoTWfqTGCRwPQ5hPrnrrDi,1.3076933,103.9278752,Bedok,0.016478917175894368
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,797,1192000,https://www.99.co/singapore/sale/property/sixteen35-residences-condo-AokTMTuYE9e2j8Ejct9mKT,1.3153138,103.8885694,Paya Lebar,0.005242769481860556
Park Colonial,Condo,2 Woodleigh Lane · D13,1152,1511000,https://www.99.co/singapore/sale/property/park-colonial-condo-Pog8xbhXZNC9znhWcbNRuk,1.3190408,103.8281809,Stevens,0.002418993385694776
Amber 45,Condo,45 Amber Road · D15,1346,2687550,https://www.99.co/singapore/sale/property/amber-45-condo-oWExkhfaE8wwSaTxpLL6mU,1.302636,103.901821,Dakota,0.014230991708241837
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,474,715000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-xy2M5z5CPW8KgCmuRm8Axc,1.3661523,103.872814,Kovan,0.01371927501655056
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,872,1080000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-sUVbQYGgME5H92wifcUH6g,1.371715,103.900472,Hougang,0.00793738445898828
Waterview,Condo,91 Tampines Avenue 1 · D18,786,900000,https://www.99.co/singapore/sale/property/waterview-condo-rcqzVayewj55QSvZ8MjFoB,1.3487613,103.9263088,Tampines West,0.012315480509508895
Seaside Residences,Condo,10 Siglap Link · D15,506,966000,https://www.99.co/singapore/sale/property/seaside-residences-condo-cG4tvRHEWMvMG6my788Rv9,1.3076933,103.9278752,Bedok,0.016478917175894368
Park Colonial,Condo,2 Woodleigh Lane · D13,850,1052000,https://www.99.co/singapore/sale/property/park-colonial-condo-qh7RsD6bYGwJahQymS46aj,1.3190408,103.8281809,Stevens,0.002418993385694776
120 Grange,Condo,120 Grange Road · D10,570,1802000,https://www.99.co/singapore/sale/property/120-grange-condo-9yKiDv3od28E9DPkYsPnkT,1.2999915,103.8254775,Orchard,0.007474596835951491
Stirling Residences,Condo,21 Stirling Road · D3,883,1495000,https://www.99.co/singapore/sale/property/stirling-residences-condo-6hMz8MrgxYxp4AKACbSDnC,1.293564,103.805326,Queenstown,0.0013954443020075345
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,1410,1725000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-4Z8cgidt7ScuNzhndptY9D,1.371715,103.900472,Hougang,0.00793738445898828
120 Grange,Condo,120 Grange Road · D10,570,1811000,https://www.99.co/singapore/sale/property/120-grange-condo-vughaJbmRPu5Xm87s2YcsT,1.2999915,103.8254775,Orchard,0.007474596835951491
Stirling Residences,Condo,21 Stirling Road · D3,1055,1616000,https://www.99.co/singapore/sale/property/stirling-residences-condo-uyYnQeMRc3SFg9TENyKyrD,1.293564,103.805326,Queenstown,0.0013954443020075345
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,721,889000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-TxhGhjCW6oxQRKkcXHo9yc,1.371715,103.900472,Hougang,0.00793738445898828
Seletar Hills Estate,Terraced House,Neram Road · D28,1948,2750000,https://www.99.co/singapore/sale/property/neram-road-landed-vBoereNE9yMBuHe4qoqtLY,1.3869314,103.8687801,Fernvale,0.008966064089118143
Regal 35,Condo,11 Lorong 35 Geylang · D14,1808,1400000,https://www.99.co/singapore/sale/property/regal-35-condo-GGagJzM6ViBQJp7bDzfYaC,1.3156554,103.8884555,Paya Lebar,0.0051665440063758785
13 Marsiling Lane,HDB 3 Rooms,D25,818,235000,https://www.99.co/singapore/sale/property/13-marsiling-lane-hdb-KPmfXKz4qtfRRBRBewDfFW,1.440994,103.7791278,Woodlands,0.008320967612601546
Parc Olympia,Condo,56 Flora Drive · D17,1453,1300000,https://www.99.co/singapore/sale/property/parc-olympia-condo-qRwzr9JnjAzNkx3GZuTYnL,1.3557729,103.965051,Tampines East,0.010413672415157414
Espada,Condo,48 Saint Thomas Walk · D9,646,1600000,https://www.99.co/singapore/sale/property/espada-condo-Q52R4SNR2M3dtuPZqZ3LsC,1.2973559,103.8367065,Somerset,0.00375622344916005
708 Tampines Street 71,HDB 4 Rooms,Singapore 520708 · D18,1087,510000,https://www.99.co/singapore/sale/property/708-tampines-street-71-hdb-73wZ2rRZ2oeJctAUTc7qYM,1.3580123,103.936809,Tampines,0.006767989191776091
Centra Heights,Condo,455 Sims Avenue · D14,581,930000,https://www.99.co/singapore/sale/property/centra-heights-condo-G4styLtw9sXGSwGg5CFkZY,1.3163094,103.8865776,Aljunied,0.0038057328926202057
120 Grange,Condo,120 Grange Road · D10,571,1675000,https://www.99.co/singapore/sale/property/120-grange-condo-j8D4Vjsi5RALgzDyXcDFVZ,1.2999915,103.8254775,Orchard,0.007474596835951491
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,689,1150300,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-8qroiHoW7SZXme2pnJTucd,1.3661523,103.872814,Kovan,0.01371927501655056
Wallich Residence,Condo,3 Wallich Street · D2,1313,4688600,https://www.99.co/singapore/sale/property/wallich-residence-condo-R3z2TiZBSW7y8Akn3krij7,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
26 Newton,Condo,26 Newton Road · D11,560,1560000,https://www.99.co/singapore/sale/property/26-newton-condo-36cdxRb3qqRmvo2ekrcg2S,1.3156897,103.8415977,Newton,0.004307662475160699
Affinity At Serangoon,Condo,58 Serangoon North Avenue 1 · D19,850,1180000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-yWyjLcz6tHmk7ww2ki3vti,1.3661523,103.872814,Kovan,0.01371927501655056
Parc Botannia,Condo,10 Fernvale Street · D28,1410,1696000,https://www.99.co/singapore/sale/property/parc-botannia-condo-owgW4XtnUZzmwXMP9ZXUX,1.3984723,103.8748321,Thanggam,0.001248394208566515
Wallich Residence,Condo,3 Wallich Street · D2,1787,5183000,https://www.99.co/singapore/sale/property/wallich-residence-condo-LxYyzHD8h5qinqcT9qCLj4,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Wallich Residence,Condo,3 Wallich Street · D2,1195,4720050,https://www.99.co/singapore/sale/property/wallich-residence-condo-2ux6LxtEuBWuE7fVqirg2B,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Kallang Riverside,Condo,51 Kampong Bugis · D12,1033,2400000,https://www.99.co/singapore/sale/property/kallang-riverside-condo-NqZNSF3v334wP8HULdVMES,1.3072037,103.8668725,Lavender,0.0040306403970087655
Sims Urban Oasis,Condo / Apt,10 Sims Drive · D14,958,1381299,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-DDvFhKGLKTuNtmeefsCSsD,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Sixteen35 Residences,Condo / Apt,16 Lorong 35 Geylang · D14,667,872000,https://www.99.co/singapore/sale/property/sixteen35-residences-condo-mf8fMaCiuZGHyLN4F2i85N,1.3153138,103.8885694,Paya Lebar,0.005242769481860556
The Asana,Condo,17 Queen's Road · D10,753,1890000,https://www.99.co/singapore/sale/property/the-asana-condo-scasWcuRY8zw29QaciYSwB,1.321971,103.810834,Botanic Gardens,0.004106956090580961
Wallich Residence,Condo,3 Wallich Street · D2,1658,6350000,https://www.99.co/singapore/sale/property/wallich-residence-condo-fEVyp9PqdSuSFLFumTW8DX,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Stirling Residences,Condo,21 Stirling Road · D3,893,1653500,https://www.99.co/singapore/sale/property/stirling-residences-condo-zphJf6UnqSQQzUXWXSexBf,1.293564,103.805326,Queenstown,0.0013954443020075345
Parc Botannia,Condo,10 Fernvale Street · D28,1668,1862000,https://www.99.co/singapore/sale/property/parc-botannia-condo-9cB6hPmg94EUH8HrkDiCPH,1.3984723,103.8748321,Thanggam,0.001248394208566515
Daintree Residence,Condo,11H Toh Tuck Road · D21,1539,2739000,https://www.99.co/singapore/sale/property/daintree-residence-condo-uhZfKYjA6n56exzENfzEAV,1.3403965,103.7706459,Beauty World,0.005465205226688025
Stirling Residences,Condo,21 Stirling Road · D3,883,1389000,https://www.99.co/singapore/sale/property/stirling-residences-condo-KVUkHEYQbbKCoxK9U8kjkZ,1.293564,103.805326,Queenstown,0.0013954443020075345
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,624,912000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-j8h9RCaWpguuN3kQnwbQyR,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,1701,4857000,https://www.99.co/singapore/sale/property/lloyd-sixtyfive-condo-ojzqgDNeqSPNm4oCANuRCM,1.297274,103.838836,Somerset,0.003383742569994769
Wallich Residence,Condo,3 Wallich Street · D2,1701,5518200,https://www.99.co/singapore/sale/property/wallich-residence-condo-aJbZT2b5RmpmbdJPWx67vh,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Parc Botannia,Condo,10 Fernvale Street · D28,1335,1610000,https://www.99.co/singapore/sale/property/parc-botannia-condo-q5fYQFnaaDStR4HHgetD7A,1.3984723,103.8748321,Thanggam,0.001248394208566515
Sea Pavilion Residences,Condo,494 Upper East Coast Road · D16,1141,1730000,https://www.99.co/singapore/sale/property/sea-pavilion-residences-condo-jmB4k3PKmk56xPD3StPAnZ,1.315204,103.943164,Tanah Merah,0.012491257448713022
Forest Woods,Condo / Apt,19 Lorong Lew Lian · D19,872,1252000,https://www.99.co/singapore/sale/property/forest-woods-condo-Dc52VzofMFBnaH4Vc5Jbqh,1.3502492,103.8774468,Serangoon,0.0038596631070671713
Stirling Residences,Condo,21 Stirling Road · D3,980,1803200,https://www.99.co/singapore/sale/property/stirling-residences-condo-WFkYMiCiLJ9bxZvzV6zZ2Q,1.293564,103.805326,Queenstown,0.0013954443020075345
Park Colonial,Condo,2 Woodleigh Lane · D13,667,1238000,https://www.99.co/singapore/sale/property/park-colonial-condo-zkdG9enYSv6A4fHwhhwu9S,1.3190408,103.8281809,Stevens,0.002418993385694776
JadeScape,Condo,319 Shunfu Road · D20,1130,1726000,https://www.99.co/singapore/sale/property/jadescape-condo-ewDYJEJzWcWa2ZxAHyWkTT,1.350251,103.838019,Marymount,0.0016391475619976221
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,797,1165000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-fWS7GQ9oQDS3t5KDK6bdfL,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,861,2556000,https://www.99.co/singapore/sale/property/lloyd-sixtyfive-condo-ovJgvSfZrAzmL2MsVWsssR,1.297274,103.838836,Somerset,0.003383742569994769
Mon Jervois,Condo / Apt,47 Jervois Road · D10,1389,2716000,https://www.99.co/singapore/sale/property/mon-jervois-condo-xJXyczLkeDnhNpyLKX8XrL,1.2943192,103.8222639,Redhill,0.007194077687922523
Stirling Residences,Condo,21 Stirling Road · D3,441,758000,https://www.99.co/singapore/sale/property/stirling-residences-condo-vtvr48FA4ygoVAJP7EnPcH,1.293564,103.805326,Queenstown,0.0013954443020075345
Liberte,Condo / Apt,5 Sarkies Road · D10,1323,2844656,https://www.99.co/singapore/sale/property/liberte-condo-cPRAM35PURgSrgeAJfiiMm,1.314032,103.836508,Newton,0.0012474578069127976
26 Newton,Condo,26 Newton Road · D11,614,1299000,https://www.99.co/singapore/sale/property/26-newton-condo-tMtv5hJT9JXBR89hAjJFaX,1.3156897,103.8415977,Newton,0.004307662475160699
Artra,Condo,10 Alexandra View · D3,1410,2151300,https://www.99.co/singapore/sale/property/artra-condo-XSXdLMkv9RE5Sq5Y9Zwcf8,1.2900845,103.8166799,Redhill,0.00045852359808695227
Marina One Residences,Condo,21 Marina Way · D1,1539,3515000,https://www.99.co/singapore/sale/property/marina-one-residences-condo-sanvJV8nBcGDQ3YCpkfcB6,1.2796151,103.8547244,Downtown,0.0019180773732945151
Forest Woods,Condo / Apt,19 Lorong Lew Lian · D19,990,1413000,https://www.99.co/singapore/sale/property/forest-woods-condo-8arD6rhausbo4QEv7nqVjD,1.3502492,103.8774468,Serangoon,0.0038596631070671713
V On Shenton,Condo,5A Shenton Way · D1,1755,3758400,https://www.99.co/singapore/sale/property/v-on-shenton-condo-VasiUnYTsC5LWddUVnhx5W,1.2779081,103.8496597,Tanjong Pagar,0.0032805916615897737
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,689,1023000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-x38F8ZiGqU7cNkJp92n6wN,1.3364414,103.8651531,Woodleigh,0.006196602749895614
The Peak @ Cairnhill I,Condo,51 Cairnhill Circle · Floor #01,1001,1980000,https://www.99.co/singapore/sale/property/the-peak-cairnhill-i-condo-aDMVf2LthXgKdaWoVdDKJT,1.308003,103.837991,Newton,0.005792506657742901
Park Colonial,Condo,2 Woodleigh Lane · D13,915,1345000,https://www.99.co/singapore/sale/property/park-colonial-condo-8Z6Ht8zmRUkZR7ha335ZQe,1.3190408,103.8281809,Stevens,0.002418993385694776
Nim Collection,Terraced House,Nim Rise · D28,2207,2888000,https://www.99.co/singapore/sale/property/nim-rise-landed-wuqwzT4XRNdNAfjCGgLaN6,1.3790199,103.8621762,Ang Mo Kio,0.015502934031015585
Parc Botannia,Condo,10 Fernvale Street · D28,1249,1541000,https://www.99.co/singapore/sale/property/parc-botannia-condo-bA76GrAr8ZVSbTiNoWQ49n,1.3984723,103.8748321,Thanggam,0.001248394208566515
Jui Residences,Condo,1177 Serangoon Road · D12,657,1090000,https://www.99.co/singapore/sale/property/jui-residences-condo-Q97eECQayPqFD55eG7TCaC,1.326262,103.866528,Potong Pasir,0.005517697111115471
V On Shenton,Condo,5A Shenton Way · Floor #52,3315,10619000,https://www.99.co/singapore/sale/property/v-on-shenton-condo-wdnoEjrAHSsezMqnY2JWr,1.2779081,103.8496597,Tanjong Pagar,0.0032805916615897737
Artra,Condo,10 Alexandra View · Floor #31,829,1603700,https://www.99.co/singapore/sale/property/artra-condo-RCXa8t8Qjh3dBR7bvXzohP,1.2900845,103.8166799,Redhill,0.00045852359808695227
V On Shenton,Condo,5A Shenton Way · D1,6200,12461400,https://www.99.co/singapore/sale/property/v-on-shenton-condo-fqKd8FN7H8RLLgsbS8eDbT,1.2779081,103.8496597,Tanjong Pagar,0.0032805916615897737
Marina One Residences,Condo,21 Marina Way · D1,2249,5441000,https://www.99.co/singapore/sale/property/marina-one-residences-condo-m6JbadMiNvjnes6eTviL9T,1.2796151,103.8547244,Downtown,0.0019180773732945151
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,452,791000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-mcGz9Td3E7QoBnjHcv37B6,1.3661523,103.872814,Kovan,0.01371927501655056
The Garden Residences,Condo,9 Serangoon North View · D19,614,1031400,https://www.99.co/singapore/sale/property/the-garden-residences-condo-7WdCK589TBVCZ4BWRV5CRb,1.366675,103.870239,Lorong Chuan,0.01607345137579135
Sims Urban Oasis,Condo / Apt,10 Sims Drive · D14,1733,2815300,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-Bmsh8c4ewxZDUWn7WYSNMZ,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Sea Pavilion Residences,Condo,494 Upper East Coast Road · D16,1496,2320000,https://www.99.co/singapore/sale/property/sea-pavilion-residences-condo-hHPupSRJ7t2pNSyD85fADk,1.315204,103.943164,Tanah Merah,0.012491257448713022
Onze @ Tanjong Pagar,Condo,11 Kee Seng Street · D2,1044,2463400,https://www.99.co/singapore/sale/property/onze-tanjong-pagar-condo-2AA29vvU9yydnG5DZr5nTS,1.2749013,103.8421109,Tanjong Pagar,0.004883196654849895
Parc Botannia,Condo,10 Fernvale Street · D28,1453,1841000,https://www.99.co/singapore/sale/property/parc-botannia-condo-yJKF2rb49Y9Wdnu8HSWByQ,1.3984723,103.8748321,Thanggam,0.001248394208566515
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,603,1988000,https://www.99.co/singapore/sale/property/lloyd-sixtyfive-condo-RKtCyACFPpAtjpbRS8rHSK,1.297274,103.838836,Somerset,0.003383742569994769
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · D19,980,1322448,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-fHELVq37JFXAmFAamFrDe,1.3747664,103.9034487,Kangkar,0.009221088770855658
Liberte,Condo,5 Sarkies Road · D10,700,1654274,https://www.99.co/singapore/sale/property/liberte-condo-MHfiexhuM2kp6bzvWGQafA,1.314032,103.836508,Newton,0.0012474578069127976
Kallang Riverside,Condo,51 Kampong Bugis · D12,517,1400000,https://www.99.co/singapore/sale/property/kallang-riverside-condo-kZNLiMrMN72oYRvgTWREzh,1.3072037,103.8668725,Lavender,0.0040306403970087655
Stirling Residences,Condo,21 Stirling Road · D3,883,1349000,https://www.99.co/singapore/sale/property/stirling-residences-condo-BaeksDAzkjtptiXJTxLLH7,1.293564,103.805326,Queenstown,0.0013954443020075345
8 Hullet,Condo,8 Hullet Road · D9,797,2590000,https://www.99.co/singapore/sale/property/8-hullet-condo-qbmUtktNiAXfQJC723Qbk7,1.3031663,103.83873,Somerset,0.0025314202910607614
Amber 45,Condo / Apt,45 Amber Road · D15,1798,3899000,https://www.99.co/singapore/sale/property/amber-45-condo-twPjqL99xHLwKbNiukgSid,1.302636,103.901821,Dakota,0.014230991708241837
Park Colonial,Condo,2 Woodleigh Lane · D13,635,1083000,https://www.99.co/singapore/sale/property/park-colonial-condo-Z3CFVEDDFZZWuu7P6CRcoV,1.3190408,103.8281809,Stevens,0.002418993385694776
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · D19,958,1258959,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-tQUiwtjURdTcch8zYQWyB9,1.3747664,103.9034487,Kangkar,0.009221088770855658
Sims Urban Oasis,Condo / Apt,10 Sims Drive · D14,1442,1978536,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-yVVo97FyPNJSLdzXA8h2SE,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Park Colonial,Condo,2 Woodleigh Lane · D13,1012,1638000,https://www.99.co/singapore/sale/property/park-colonial-condo-osZev9Vs2xZpJhQ9r8twTo,1.3190408,103.8281809,Stevens,0.002418993385694776
The Orient,Condo / Apt,251 Pasir Panjang Road · D5,1012,1822000,https://www.99.co/singapore/sale/property/the-orient-condo-nfjyfQ6PamvJsX7iNxVNE7,1.28127,103.7841411,Haw Par Villa,0.0028216562955032296
Marina One Residences,Condo,21 Marina Way · D1,8697,27000000,https://www.99.co/singapore/sale/property/marina-one-residences-condo-C5qQTTi4WxFp7N2KceAmxW,1.2796151,103.8547244,Downtown,0.0019180773732945151
Nim Collection,Terraced House,Nim Rise · D28,2336,3008000,https://www.99.co/singapore/sale/property/nim-rise-landed-6Mx4pc2JbfKCuDf8Y7rfT4,1.3790199,103.8621762,Ang Mo Kio,0.015502934031015585
Amber 45,Condo,45 Amber Road · D15,614,1398000,https://www.99.co/singapore/sale/property/amber-45-condo-TPSAQgdDYrwRFCzXqTJxsW,1.302636,103.901821,Dakota,0.014230991708241837
Stirling Residences,Condo,21 Stirling Road · D3,624,1154400,https://www.99.co/singapore/sale/property/stirling-residences-condo-t5Pky7GjQVSPnX3H6csKfV,1.293564,103.805326,Queenstown,0.0013954443020075345
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,872,1000000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-e74rEjKXNKiwphQpVjZnX8,1.371715,103.900472,Hougang,0.00793738445898828
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,592,1411000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-m8jBVNyg7PM4pRTDHJ7fyi,1.2981006,103.8846032,Mountbatten,0.008114422496394722
Forest Woods,Condo / Apt,19 Lorong Lew Lian · D19,1389,1959000,https://www.99.co/singapore/sale/property/forest-woods-condo-KwTbKiWNJqyhkXPL8ekK8U,1.3502492,103.8774468,Serangoon,0.0038596631070671713
The Garden Residences,Condo,9 Serangoon North View · D19,786,1268000,https://www.99.co/singapore/sale/property/the-garden-residences-condo-BUMTwzwPXUaJ9QPrX4ArAe,1.366675,103.870239,Lorong Chuan,0.01607345137579135
V On Shenton,Condo,5A Shenton Way · Floor #46,1765,4445700,https://www.99.co/singapore/sale/property/v-on-shenton-condo-xnLWDGXsqwfiqUppzTDZtP,1.2779081,103.8496597,Tanjong Pagar,0.0032805916615897737
Jui Residences,Condo,1177 Serangoon Road · D12,883,1390000,https://www.99.co/singapore/sale/property/jui-residences-condo-hHJyFroBi8qK37yuWVz32Q,1.326262,103.866528,Potong Pasir,0.005517697111115471
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,721,894000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-KzakeeRtiHS4noaCXymgkC,1.371715,103.900472,Hougang,0.00793738445898828
V On Shenton,Condo,5A Shenton Way · D1,1356,3465000,https://www.99.co/singapore/sale/property/v-on-shenton-condo-yrBf6dhQqN4ua8Ukp6GVt5,1.2779081,103.8496597,Tanjong Pagar,0.0032805916615897737
Nim Collection,Terraced House,Nim Rise · D28,3046,3448000,https://www.99.co/singapore/sale/property/nim-rise-landed-FLeRfjch8bCA8FKciJvugZ,1.3790199,103.8621762,Ang Mo Kio,0.015502934031015585
The Garden Residences,Condo,9 Serangoon North View · D19,904,1473000,https://www.99.co/singapore/sale/property/the-garden-residences-condo-HMckHAbHMkDzs9CoSMueiY,1.366675,103.870239,Lorong Chuan,0.01607345137579135
Liberte,Condo / Apt,5 Sarkies Road · D10,1110,2419357,https://www.99.co/singapore/sale/property/liberte-condo-iQDpBDyZwTxpMjs6VxQ88Q,1.314032,103.836508,Newton,0.0012474578069127976
Martin Modern,Condo / Apt,10 Martin Place · D9,883,1917600,https://www.99.co/singapore/sale/property/martin-modern-condo-4orvjgG8YHxva6jozS9vDA,1.2921365,103.838457,Fort Canning,0.006305055270175611
Parc Botannia,Condo,10 Fernvale Street · D28,958,1289000,https://www.99.co/singapore/sale/property/parc-botannia-condo-ZtmXmCV4G7GQo5XUt8wb3B,1.3984723,103.8748321,Thanggam,0.001248394208566515
JadeScape,Condo,319 Shunfu Road · D20,1001,1527000,https://www.99.co/singapore/sale/property/jadescape-condo-eVG9NHbHLSxhE2ZBWCpAih,1.350251,103.838019,Marymount,0.0016391475619976221
[email protected],Condo,70 Truro Road · D8,818,1487200,https://www.99.co/singapore/sale/property/70truro-condo-LA6eQfV2cXZbH4fRorNbwV,1.3146146,103.8489834,Farrer Park,0.006209254013162604
The Garden Residences,Condo,9 Serangoon North View · D19,1119,1839000,https://www.99.co/singapore/sale/property/the-garden-residences-condo-SphqYNyUEbXVwH9dpXjtei,1.366675,103.870239,Lorong Chuan,0.01607345137579135
Sea Pavilion Residences,Condo,494 Upper East Coast Road · D16,872,1575000,https://www.99.co/singapore/sale/property/sea-pavilion-residences-condo-sKV9emrUJZMiFu48uvq6p8,1.315204,103.943164,Tanah Merah,0.012491257448713022
111 Emerald Hill,Condo,111 Emerald Hill Road · D9,4650,9997000,https://www.99.co/singapore/sale/property/111-emerald-hill-condo-VN3JDfeyjBoEGo32LbNP2F,1.305099,103.8391989,Somerset,0.004506568265319412
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #20,2960,7409000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-EK5rwKxjjWHMvqgFBXcARo,1.2981006,103.8846032,Mountbatten,0.008114422496394722
Wallich Residence,Condo,3 Wallich Street · D2,646,2097800,https://www.99.co/singapore/sale/property/wallich-residence-condo-qkdErDr2nGM3jFzJyQ9gGi,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Parc Botannia,Condo,10 Fernvale Street · D28,980,1335000,https://www.99.co/singapore/sale/property/parc-botannia-condo-9eN6zHJmc355CssvTeH5qH,1.3984723,103.8748321,Thanggam,0.001248394208566515
Parc Botannia,Condo,10 Fernvale Street · D28,775,1011000,https://www.99.co/singapore/sale/property/parc-botannia-condo-Pd3bi4KRXvoTHEC6aipdUS,1.3984723,103.8748321,Thanggam,0.001248394208566515
Wallich Residence,Condo,3 Wallich Street · D2,614,2039000,https://www.99.co/singapore/sale/property/wallich-residence-condo-niqpazzHuLezyjbB99utwG,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Stirling Residences,Condo,21 Stirling Road · D3,1798,3416200,https://www.99.co/singapore/sale/property/stirling-residences-condo-n3tERB7LLLFWCMdisXePHQ,1.293564,103.805326,Queenstown,0.0013954443020075345
