name,category,location,area_sqft,price,latitude,longitude,nearestMRT,distance
Alba,Condo,8 Cairnhill Rise · Floor #18,6437,26000000,1.3074959,103.8395552,Newton,0.006552638452562688
351 Clementi Avenue 2,HDB 3 Rooms,D5,721,350000,1.3153568,103.7708724,Clementi,0.005669795710600975
Parc Botannia,Condo,10 Fernvale Street · D28,592,841000,1.397794,103.874894,Thanggam,0.0006749851850287206
Ascentia Sky,Condo / Apt,1 Alexandra View · D3,1475,2200000,1.2908094,103.8170665,Redhill,0.0011983218682812273
Euhabitat,Condo / Apt,320 Jalan Eunos · D14,3380,3500000,1.3279129,103.9065485,Ubi,0.006788346918802647
The Nassim,Condo,18 Nassim Hill · D10,3218,11800000,1.306337,103.822531,Orchard,0.009538599370985234
Flo Residence,Condo / Apt,1 Punggol Field Walk · D19,1012,1000000,1.3921261,103.9134014,Coral Edge,0.0017834365057352282
The Meyerise,Condo,97 Meyer Road · Floor #31,5489,15000000,1.2970849,103.8925712,Dakota,0.011932076175170635
Ocean Drive,Bungalow,D4,7413,26500000,1.2498554,103.841783,HarbourFront,0.026337506280217846
Twin VEW,Condo,91 West Coast Vale · D5,1055,1558000,1.3196983,103.7522372,Clementi,0.013739741436077388
Stirling Residences,Condo,21 Stirling Road · D3,441,879000,1.293564,103.805326,Queenstown,0.0013954443020077368
M5,Condo,5 Jalan Mutiara · D10,441,1060002,1.2958218,103.8288947,Orchard,0.008680503859224026
Seascape,Condo,55 Cove Way · D4,2164,4820000,1.2396405,103.8377088,HarbourFront,0.030961987800692693
Concourse Skyline,Condo,296 Beach Road · D7,818,1767000,1.3005823,103.8619264,Nicoll Highway,0.0015894145116914123
The Navian,Condo,178 Jalan Eunos · D14,904,1427000,1.327827,103.906565,Ubi,0.006829335830813273
Sims Urban Oasis,Condo,10 Sims Drive · D14,657,1014000,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Gem Residences,Condo,1 Lorong 5 Toa Payoh · D12,1249,1842000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,614,750000,1.371715,103.900472,Hougang,0.00793738445898828
Caribbean At Keppel Bay,Condo,32 Keppel Bay Drive · D4,904,1560000,1.2674015,103.8167675,HarbourFront,0.004252772239372664
504 Bedok North Street 3,HDB 3 Rooms,504 Bedok North Street 3 · Floor #12,70,299000,1.3318724,103.9323222,Bedok Reservoir,0.004710640062667207
R Maison,Condo,1 Sommerville Walk · D13,1636,2173000,1.3431542,103.8700104,Woodleigh,0.004091882433551355
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,514,650000,1.371715,103.900472,Hougang,0.00793738445898828
Chelsea Gardens,Condo,8 Walshe Road · D10,1959,4300000,1.3132219,103.827512,Stevens,0.0069168731909728266
Sunflower Residence,Condo,45 Lorong 32 Geylang · D14,1098,1250000,1.3121759,103.8869766,Dakota,0.004190231684524973
Marina One Residences,Apartment,23 Marina Way · D1,1152,2764800,1.2796151,103.8547244,Downtown,0.0019180773733086963
Marina One Residences,Apartment,21 Marina Way · Floor #10,980,2352000,1.2796151,103.8547244,Downtown,0.0019180773733086963
460 Ang Mo Kio Avenue 10,HDB 5 Rooms,Singapore 560460 · D20,1292,650000,1.3663606,103.8590357,Ang Mo Kio,0.010114710032917626
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,893,1200010,1.3747664,103.9034487,Kangkar,0.009221088770855658
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,958,1280010,1.3747664,103.9034487,Kangkar,0.009221088770855658
Park Colonial,Condo,2 Woodleigh Lane · D13,915,1500100,1.3190408,103.8281809,Stevens,0.002418993385694776
One Devonshire,Condo,1 Devonshire Road · D9,1194,3200000,1.2973797,103.8378688,Somerset,0.00332866023649161
Onze @ Tanjong Pagar,Apartment,11 Kee Seng Street · D2,1141,2400000,1.2749013,103.8421109,Tanjong Pagar,0.004883196654863472
Coco Palms,Condo,21 Pasir Ris Grove · D18,1744,1900000,1.3715865,103.9459701,Pasir Ris,0.0037445668614764917
St Thomas Suites,Condo,33 Saint Thomas Walk · D9,807,2540000,1.298347,103.8358499,Somerset,0.0035245141693546994
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,538,800000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
City Suites,Apartment,235 Balestier Road · D12,463,770000,1.321375,103.8522459,Novena,0.008964860222000588
One Balmoral,Condo,1A Balmoral Road · D10,2314,4900000,1.313333,103.830196,Newton,0.0075495264341600135
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,710,1970000,1.297274,103.838836,Somerset,0.0033837425699958595
South Beach Residences,Condo,28 Beach Road · D7,1604,5095000,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Opera Estate,Terraced House,Rienzi Street · D15,1393,2699000,1.3193914,103.9235753,Bedok,0.00805397565491861
Artra,Condo,10 Alexandra View · D3,1410,2100000,1.2900845,103.8166799,Redhill,0.0004585235980832859
Twentyone Angullia Park,Condo,21 Angullia Park · D9,1163,4798000,1.303317,103.829481,Orchard,0.002401673158451079
Sims Urban Oasis,Condo,10 Sims Drive · D14,1033,1381000,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Three Balmoral,Apartment,3 Balmoral Road · D10,3899,6200000,1.3138025,103.8304796,Newton,0.007252111296031906
The Asana,Condo,17 Queen's Road · D10,753,1870000,1.321971,103.810834,Botanic Gardens,0.004106956090580961
The Tre Ver,Condo,111 Potong Pasir Avenue 1 · D13,1012,1538000,1.3368522,103.8650603,Woodleigh,0.00611595160543839
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,667,909000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
South Beach Residences,Condo,28 Beach Road · D7,861,2995000,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Park Colonial,Condo,2 Woodleigh Lane · D13,1367,2200000,1.3190408,103.8281809,Stevens,0.002418993385694776
Martin Modern,Condo,8 Martin Place · D9,1773,3800000,1.293264,103.837861,Fort Canning,0.006996805428907429
Stirling Residences,Condo,21 Stirling Road · D3,624,1050000,1.293564,103.805326,Queenstown,0.0013954443020077368
Sims Urban Oasis,Condo,10 Sims Drive · D14,1733,2400000,1.3191159,103.8810982,Aljunied,0.0032187204942349273
JadeScape,Condo,319 Shunfu Road · D20,2088,3335000,1.350251,103.838019,Marymount,0.0016391475619976221
Stirling Residences,Condo,21 Stirling Road · D3,441,790000,1.293564,103.805326,Queenstown,0.0013954443020077368
Amber Skye,Apartment,8 Amber Road · D15,4629,7750000,1.2994916,103.8981808,Dakota,0.012933475975165174
Rivercove Residences,Condo,20 Anchorvale Lane · D19,958,685000,1.3918875,103.8839341,Tongkang,0.003414071039093158
Artra,Condo,10 Alexandra View · D3,2583,4410000,1.2900845,103.8166799,Redhill,0.0004585235980832859
Margaret Ville,Condo,20 Margaret Drive · D3,657,1150000,1.2992281,103.802964,Queenstown,0.005284606340114158
Harbour View Gardens,Apartment,221 Pasir Panjang Road · D5,980,1599000,1.27891,103.785307,Haw Par Villa,0.005337855863551055
Daintree Residence,Condo,11H Toh Tuck Road · D21,517,870000,1.3403965,103.7706459,Beauty World,0.005465205226701923
Gem Residences,Condo,1 Lorong 5 Toa Payoh · Floor #31,947,1642000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Twin VEW,Condo,91 West Coast Vale · D5,904,1400000,1.3196983,103.7522372,Clementi,0.013739741436077388
26 Newton,Condo,26 Newton Road · Floor #25,926,2080000,1.3156897,103.8415977,Newton,0.004307662475160602
Park Colonial,Condo,2 Woodleigh Lane · D13,1249,2090000,1.3190408,103.8281809,Stevens,0.002418993385694776
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,614,941000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Marina One Residences,Condo,23 Marina Way · D1,1119,2800000,1.2796151,103.8547244,Downtown,0.0019180773733086963
Park Colonial,Condo,2 Woodleigh Lane · D13,678,899000,1.3190408,103.8281809,Stevens,0.002418993385694776
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,721,900000,1.371715,103.900472,Hougang,0.00793738445898828
V On Shenton,Condo,5A Shenton Way · Floor #50,958,2800000,1.2779081,103.8496597,Tanjong Pagar,0.003280591661577283
Artra,Condo,10 Alexandra View · D3,1227,2142900,1.2900845,103.8166799,Redhill,0.0004585235980832859
The Tapestry,Condo,59 Tampines Street 86 · D18,1432,1710000,1.3534955,103.9291905,Tampines West,0.011976385692270114
Park Colonial,Condo,2 Woodleigh Lane · D13,980,1399000,1.3190408,103.8281809,Stevens,0.002418993385694776
Kingsford Waterbay,Condo,52 Upper Serangoon View · Floor #04,1022,1396000,1.3747664,103.9034487,Kangkar,0.009221088770855658
The Tapestry,Condo,59 Tampines Street 86 · D18,441,596000,1.3534955,103.9291905,Tampines West,0.011976385692270114
The Enclave . Holland,Condo,131 Holland Road · D10,1389,3000000,1.3122774,103.799119,Holland Village,0.003193578823203022
The Garden Residences,Condo / Apt,1 Serangoon North Avenue 1 · D19,800,1360000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · Floor #High floor,851,1153000,1.3747664,103.9034487,Kangkar,0.009221088770855658
Wallich Residence,Condo / Apt,3 Wallich Street · D2,1658,6750700,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · Floor #High Floor,1313,1969000,1.333181,103.85447,Toa Payoh,0.007096049515754409
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · Floor #highFl,614,963000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
The Tapestry,Condo,59 Tampines Street 86 · Floor #High fl,1130,1407000,1.3537954,103.9288757,Tampines West,0.012410761789671924
Three Balmoral,Condo,3 Balmoral Road · Floor ##11-04,3886,6447100,1.3138025,103.8304796,Newton,0.007252111296031906
26 Newton,Condo,26 Newton Road · Floor #mid fl,775,1995117,1.3156897,103.8415977,Newton,0.004307662475160602
Riverside Melodies,Condo / Apt,26A Saint Michael's Road · Floor #high fl,2659,3290268,1.3274381,103.8644271,Potong Pasir,0.00595164179450028
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · Floor #High floor,1313,1984000,1.333181,103.85447,Toa Payoh,0.007096049515754409
New Futura,Condo,14 Leonie Hill Road · Floor #very high floor,2250,8010580,1.298136,103.834132,Somerset,0.00505703294234812
Three Balmoral,Condo,3 Balmoral Road · Floor ##11-01,3897,6406400,1.3138025,103.8304796,Newton,0.007252111296031906
Park Colonial,Condo,2 Woodleigh Lane · Floor #high floor,1249,2163000,1.3190408,103.8281809,Stevens,0.002418993385694776
The Tapestry,Condo,59 Tampines Street 86 · Floor #High fl,926,1256000,1.3537954,103.9288757,Tampines West,0.012410761789671924
Artra,Condo,10 Alexandra View · Floor #38-04,829,1734000,1.2900845,103.8166799,Redhill,0.0004585235980832859
Artra,Condo / Apt,10 Alexandra View · Floor #Mid.fl walk to Redhill MRT,1227,2151300,1.2900845,103.8166799,Redhill,0.0004585235980832859
Gem Residences,Condo,1 Lorong 5 Toa Payoh · Floor #high floor,947,1828000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Lloyd Sixtyfive,Condo,65 Lloyd Road · Floor #High fl,603,2280000,1.297274,103.838836,Somerset,0.0033837425699958595
The Peak @ Cairnhill II,Condo,61 Cairnhill Circle · Floor #High fl,1884,4340000,1.308003,103.837991,Newton,0.005792506657743123
Wallich Residence,Condo / Apt,3 Wallich Street · D2,915,3620150,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Sims Urban Oasis,Condo / Apt,10 Sims Drive · Floor #High floor 958sqft,1744,2494112,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Martin Modern,Condo,8 Martin Place · D9,764,2000100,1.293264,103.837861,Fort Canning,0.006996805428907429
Spottiswoode 18,Condo,18 Spottiswoode Park Road · D2,893,1550000,1.2754518,103.8375907,Outram Park,0.005455883243802021
26 Newton,Condo,26 Newton Road · Floor #High fl,1163,2745222,1.3156897,103.8415977,Newton,0.004307662475160602
The Tapestry,Condo,59 Tampines Street 86 · D18,441,656910,1.3534955,103.9291905,Tampines West,0.011976385692270114
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · Floor #High fl,947,1788000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Artra,Condo / Apt,10 Alexandra View · Floor #High.fl high fl walk Redhill Mrt,1227,2205900,1.2900845,103.8166799,Redhill,0.0004585235980832859
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · Floor #High fl,484,738000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Amber 45,Condo,45 Amber Road · D15,1130,2380011,1.302636,103.901821,Dakota,0.014230991708241837
Park Colonial,Condo,2 Woodleigh Lane · D13,1367,2300100,1.3190408,103.8281809,Stevens,0.002418993385694776
The Nassim,Condo,18 Nassim Hill · D10,1927,7300000,1.306337,103.822531,Orchard,0.009538599370985234
Kim Lin Park,Semi-Detached House,Jalan Arnap · D10,3149,8500000,1.3005263,103.827794,Orchard,0.005293504454524844
Icon,Condo,10 Gopeng Street · D2,1259,2470000,1.2753422,103.8444743,Tanjong Pagar,0.0025102998705335963
Seahill,Condo,121 West Coast Crescent · D5,642,988000,1.298753,103.764461,Clementi,0.016424504947182197
Yew Mei Green,Condo,56 Choa Chu Kang North 6 · D23,1292,930000,1.3960362,103.750771,Yew Tee,0.0035155002389468666
The Tapestry,Condo,59 Tampines Street 86 · D18,990,1100050,1.3534955,103.9291905,Tampines West,0.011976385692270114
Maysprings,Condo,2 Petir Road · D23,807,850000,1.3774048,103.7633104,Bukit Panjang,0.0012466982192892505
Affinity At Serangoon,Condo,58 Serangoon North Avenue 1 · D19,474,676000,1.3661523,103.872814,Kovan,0.01371927501655056
Seahill,Condo,101 West Coast Crescent · Floor #95,3649,3933300,1.298753,103.764461,Clementi,0.016424504947182197
Treasure Island,Bungalow,D4,8642,16000000,1.352083,103.819836,Phoenix,0.0
South Beach Residences,Condo,28 Beach Road · D7,936,2995000,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Seaside Residences,Condo,14 Siglap Link · D15,1023,1450000,1.3076933,103.9278752,Bedok,0.016478917175894146
The Hermitage,Apartment,2 Sarkies Road · D10,818,1700000,1.3146184,103.836789,Newton,0.0012551601411848663
The Scotts Tower,Condo,38 Scotts Road · D9,624,2590000,1.3103115,103.8351134,Newton,0.004353546844820464
Stirling Residences,Condo,21 Stirling Road · D3,689,1200000,1.293564,103.805326,Queenstown,0.0013954443020077368
One Shenton,Apartment,1 Shenton Way · D1,915,1875000,1.2795839,103.8506561,Downtown,0.00216039500554921
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · D12,1012,1498000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Nine Residences,Condo,14 Yishun Avenue 9 · D27,710,850000,1.4333946,103.8415504,Yishun,0.00756750621275332
Grandeur Park Residences,Condo / Apt,7 Bedok South Avenue 3 · D16,883,1100245,1.3235186,103.9448081,Tanah Merah,0.0040877089182074075
Gem Residences,Condo / Apt,3 Lorong 5 Toa Payoh · D12,1313,1797000,1.333181,103.85447,Toa Payoh,0.007096049515754409
The Bayshore,Condo,30 Bayshore Road · D16,1001,1080000,1.3127006,103.9392756,Bedok,0.014518896793492162
The Garden Residences,Condo,9 Serangoon North View · D19,517,740000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
Sims Urban Oasis,Condo,10 Sims Drive · D14,1569,1600000,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Northwave,Condo,111 Woodlands View · D25,1001,787000,1.4438211,103.8104748,Admiralty,0.010038333886649708
8 Hullet,Condo,8 Hullet Road · Floor #02,538,1830000,1.3031663,103.83873,Somerset,0.002531420291062141
Holland Grove,Semi-Detached House,Holland Grove View · D10,2970,4300000,1.3128487,103.7815175,Dover,0.0031803691562532236
44 Telok Blangah Drive,HDB 3 Rooms,Singapore 100044 · D4,699,399999,1.2713968,103.8106226,Telok Blangah,0.0010094591225040623
26C Jalan Membina,HDB 3 Rooms,Singapore 166026 · D3,645,480000,1.282443,103.8255118,Tiong Bahru,0.004315438962606279
5 Telok Blangah Crescent,HDB 3 Rooms,Singapore 090005 · D4,699,323000,1.2788063,103.8192261,Tiong Bahru,0.010922892160046176
139 Jalan Bukit Merah,HDB 5 Rooms,D3,1291,765000,1.2786934,103.8264716,Tiong Bahru,0.007824790668125681
8 Telok Blangah Crescent,HDB 3 Rooms,D4,635,330000,1.2778549,103.8194072,Tiong Bahru,0.011492730918711582
Martin Modern,Condo,8 Martin Place · D9,872,2226860,1.293264,103.837861,Fort Canning,0.006996805428907429
Martin Modern,Condo,8 Martin Place · D9,1733,4755000,1.293264,103.837861,Fort Canning,0.006996805428907429
Tiong Bahru Estate,Apartment,78 Moh Guan Terrace · D3,835,800000,1.2836642,103.8302029,Tiong Bahru,0.004295723893601147
Palm Isles,Condo,42 Flora Drive · D17,785,760000,1.3569238,103.9649053,Tampines East,0.01027265583429253
Reflections At Keppel Bay,Condo,21 Keppel Bay View · D4,2088,3980000,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
Twentyone Angullia Park,Condo,21 Angullia Park · D9,3154,11000000,1.303317,103.829481,Orchard,0.002401673158451079
Carpmael Thirty-Eight,Condo,38 Carpmael Road · D15,1259,2025000,1.313188,103.897916,Paya Lebar,0.0069856642060684634
The Orient,Condo,251 Pasir Panjang Road · D5,990,1873000,1.2811527,103.7837817,Haw Par Villa,0.002641361239973578
173 Woodlands Street 13,HDB 5 Rooms,D25,1302,448000,1.432952,103.7775721,Marsiling,0.0034341001150273213
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · D12,1249,1807000,1.333181,103.85447,Toa Payoh,0.007096049515754409
Gem Residences,Condo / Apt,3 Lorong 5 Toa Payoh · D12,936,1407000,1.333181,103.85447,Toa Payoh,0.007096049515754409
681A Woodlands Drive 62,HDB 3 Rooms,D25,1130,395000,1.4395436,103.8037402,Admiralty,0.0029760731929760337
Stirling Residences,Condo,21 Stirling Road · D3,800,1600000,1.293564,103.805326,Queenstown,0.0013954443020077368
103B Depot Road,HDB 5 Rooms,Singapore 102103 · D4,1248,640000,1.2808141,103.8130677,Redhill,0.009583299067122995
51 Lengkok Bahru,HDB 4 Rooms,D3,904,520000,1.2877656,103.8121621,Redhill,0.00500124224768123
61B Strathmore Avenue,HDB 3 Rooms,Singapore 143061 · D3,742,550000,1.2938386,103.8116187,Queenstown,0.005803313189030925
299A Compassvale Street,HDB 4 Rooms,Singapore 541299 · D19,1442,515000,1.3958878,103.9023912,Compassvale,0.0023958426409060605
The Tessarina,Condo,22 Wilby Road · D10,1313,2390000,1.3324443,103.789285,Sixth Avenue,0.008017299074488773
754 Yishun Street 72,HDB 4 Rooms,D27,980,300000,1.4269573,103.8337174,Yishun,0.0029060503866935043
Space @ Kovan,Condo,9 Yio Chu Kang Road · D19,1625,1900000,1.3546237,103.876902,Serangoon,0.005884848168818565
Artra,Condo / Apt,10 Alexandra View · D3,1119,2042800,1.2900845,103.8166799,Redhill,0.0004585235980832859
Tiong Bahru Estate,Condo,78 Moh Guan Terrace · D3,835,800000,1.2836642,103.8302029,Tiong Bahru,0.004295723893601147
12 Telok Blangah Crescent,HDB 3 Rooms,D4,70,320000,1.2771955,103.8196789,Telok Blangah,0.011749550157348023
Sunset Place,Bungalow,D21,14000,16000000,1.326386,103.7683428,Clementi,0.01165543304214635
The Garden Residences,Condo,9 Serangoon North View · Floor #High fl,452,734700,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
8 Hullet,Condo,8 Hullet Road · D9,797,2714390,1.3031663,103.83873,Somerset,0.002531420291062141
The Tapestry,Condo,59 Tampines Street 86 · Floor #High floor,1346,1540800,1.3545172,103.9293444,Tampines West,0.012561969919164738
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · Floor #High fl.wslk to toa payoh MRT,1313,1979000,1.333181,103.85447,Toa Payoh,0.007096049515754409
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1184,2715000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Sims Urban Oasis,Condo,10 Sims Drive · Floor #High floor,1733,2468444,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Queens Peak,Condo,1 Dundee Road · Floor #very high floor,840,1657000,1.295179,103.807362,Queenstown,0.0015003221654023152
V On Shenton,Condo,5A Shenton Way · Floor #High fl,1765,4120000,1.2770341,103.8491216,Tanjong Pagar,0.002444892345279924
8 Hullet,Condo,8 Hullet Road · Floor #High fl,657,2346850,1.303166,103.83873,Somerset,0.0025311212890735545
V On Shenton,Condo,5A Shenton Way · Floor #High fl,1206,2928000,1.2770341,103.8491216,Tanjong Pagar,0.002444892345279924
The Tapestry,Condo,59 Tampines Street 86 · D18,603,858000,1.3534955,103.9291905,Tampines West,0.011976385692270114
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,829,1595000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Queens Peak,Condo,1 Dundee Road · Floor ##36-08,1001,1839000,1.2950404,103.8071118,Queenstown,0.001227473453890768
The Tapestry,Condo,59 Tampines Street 86 · D18,743,914400,1.3534955,103.9291905,Tampines West,0.011976385692270114
Artra,Condo,10 Alexandra View · Floor #38-06,829,1707900,1.2900845,103.8166799,Redhill,0.0004585235980832859
340 Clementi Avenue 5,HDB 5 Rooms,D5,1302,650000,1.318802,103.7699671,Clementi,0.005993985916730433
Sophia Hills,Condo,11 Mount Sophia · D9,980,2000000,1.2987028,103.8470042,Dhoby Ghaut,0.0017774633442106784
Carpmael Thirty-Eight,Condo,38 Carpmael Road · D15,721,1180000,1.313188,103.897916,Paya Lebar,0.0069856642060684634
The Verandah Residences,Condo,231 Pasir Panjang Road · D5,689,1048000,1.2797457,103.7853796,Haw Par Villa,0.004764753367176304
One Draycott,Condo,1 Draycott Park · D10,1345,3150000,1.310111,103.830757,Orchard,0.006187915865620798
The Tapestry,Condo,59 Tampines Street 86 · D18,1765,2119765,1.3534955,103.9291905,Tampines West,0.011976385692270114
Liberte,Condo,5 Sarkies Road · D10,743,1780000,1.314032,103.836508,Newton,0.0012474578069127545
The Tapestry,Condo,59 Tampines Street 86 · Floor #15,474,648000,1.3534955,103.9291905,Tampines West,0.011976385692270114
JadeScape,Condo,319 Shunfu Road · D20,1259,1850000,1.350251,103.838019,Marymount,0.0016391475619976221
Artra,Condo,10 Alexandra View · D3,2583,4591000,1.2900845,103.8166799,Redhill,0.0004585235980832859
JadeScape,Condo,319 Shunfu Road · D20,646,978000,1.350251,103.838019,Marymount,0.0016391475619976221
Park Colonial,Condo,2 Woodleigh Lane · D13,1249,1900000,1.3190408,103.8281809,Stevens,0.002418993385694776
The Enclave . Holland,Condo,131 Holland Road · D10,409,1000000,1.3122774,103.799119,Holland Village,0.003193578823203022
The Tapestry,Condo,59 Tampines Street 86 · Floor #14,1765,2100000,1.3534955,103.9291905,Tampines West,0.011976385692270114
120 Grange,Condo,120 Grange Road · D10,657,2200000,1.2999915,103.8254775,Orchard,0.007474596835951611
8 Hullet,Condo,8 Hullet Road · D9,796,2674560,1.3031663,103.83873,Somerset,0.002531420291062141
Caspian,Semi-Detached House,None · D22,5651,4700000,1.3428614,103.7179725,Lakeside,0.00312491071391715
Sophia Hills,Condo,11 Mount Sophia · D9,958,2000000,1.2987028,103.8470042,Dhoby Ghaut,0.0017774633442106784
The Verandah Residences,Condo,231 Pasir Panjang Road · D5,1249,1845000,1.2797457,103.7853796,Haw Par Villa,0.004764753367176304
[email protected],Apartment,70 Truro Road · D8,807,1275000,1.3146146,103.8489834,Farrer Park,0.0062092540131760575
Wallich Residence,Condo,3 Wallich Street · D2,1313,4238000,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
The Garden Residences,Condo / Apt,1 Serangoon North Avenue 1 · D19,630,1070000,1.3658573,103.8703385,Lorong Chuan,0.015338407593032028
26 Newton,Condo,26 Newton Road · D11,850,1729000,1.3156897,103.8415977,Newton,0.004307662475160602
Parc Botannia,Condo,14 Fernvale Street · D28,667,800888,1.397794,103.874894,Thanggam,0.0006749851850287206
St Thomas Suites,Condo,33 Saint Thomas Walk · D9,441,1375000,1.298347,103.8358499,Somerset,0.0035245141693546994
Kallang Riverside,Condo,51 Kampong Bugis · D12,1432,2738000,1.3072037,103.8668725,Lavender,0.0040306403970087655
Sea Pavilion Residences,Condo,494 Upper East Coast Road · D16,904,1511000,1.315204,103.943164,Tanah Merah,0.012491257448713235
Rivercove Residences,Condo,20 Anchorvale Lane · D19,1216,1136000,1.3918875,103.8839341,Tongkang,0.003414071039093158
Jui Residences,Condo,1177 Serangoon Road · D12,1001,1450000,1.326262,103.866528,Potong Pasir,0.005517697111115471
Kallang Riverside,Condo,51 Kampong Bugis · D12,517,1200000,1.3072037,103.8668725,Lavender,0.0040306403970087655
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,624,898000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
JadeScape,Condo,319 Shunfu Road · D20,904,1220000,1.350251,103.838019,Marymount,0.0016391475619976221
The Tapestry,Condo,59 Tampines Street 86 · D18,474,648000,1.3534955,103.9291905,Tampines West,0.011976385692270114
JadeScape,Condo,319 Shunfu Road · D20,4198,6300000,1.350251,103.838019,Marymount,0.0016391475619976221
The Tapestry,Condo,59 Tampines Street 86 · Floor #15,603,913000,1.3534955,103.9291905,Tampines West,0.011976385692270114
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · Floor #14,1453,2084000,1.3235186,103.9448081,Tanah Merah,0.0040877089182074075
Rivercove Residences,Condo,20 Anchorvale Lane · D19,958,830000,1.3918875,103.8839341,Tongkang,0.003414071039093158
26 Newton,Condo,26 Newton Road · D11,1496,3397000,1.3156897,103.8415977,Newton,0.004307662475160602
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,517,645000,1.371715,103.900472,Hougang,0.00793738445898828
26 Newton,Condo,26 Newton Road · Floor #06`,775,1979924,1.3156897,103.8415977,Newton,0.004307662475160602
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · Floor #14,1130,1688000,1.3235186,103.9448081,Tanah Merah,0.0040877089182074075
Rivercove Residences,Condo,20 Anchorvale Lane · D19,904,830000,1.3918875,103.8839341,Tongkang,0.003414071039093158
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,517,575000,1.371715,103.900472,Hougang,0.00793738445898828
One Duchess,Condo,1 Duchess Road · D10,882,1888888,1.324968,103.808398,Tan Kah Kee,0.0009419534595709919
Twentyone Angullia Park,Condo,21 Angullia Park · D9,2314,8800000,1.303317,103.829481,Orchard,0.002401673158451079
Park Colonial,Condo,2 Woodleigh Lane · D13,463,793000,1.3190408,103.8281809,Stevens,0.002418993385694776
The Whitley Residences,Semi-Detached House,None · D11,2000,5027000,1.3261166,103.8374077,Novena,0.008533335959634432
Concourse Skyline,Condo,296 Beach Road · D7,2271,4789980,1.3005823,103.8619264,Nicoll Highway,0.0015894145116914123
M5,Condo,5 Jalan Mutiara · D10,764,1738000,1.2958218,103.8288947,Orchard,0.008680503859224026
8 Saint Thomas,Condo,8 Saint Thomas Walk · D9,441,1420000,1.296472,103.836232,Somerset,0.004759373128890198
Gerald Mugliston Estate,Semi-Detached House,None · D28,3100,3990000,1.352083,103.819836,Phoenix,0.0
Amber 45,Condo,45 Amber Road · D15,614,1429013,1.302636,103.901821,Dakota,0.014230991708241837
The Tapestry,Condo,59 Tampines Street 86 · D18,990,850050,1.3534955,103.9291905,Tampines West,0.011976385692270114
Parc Botannia,Condo,18 Fernvale Street · D28,969,1216000,1.397794,103.874894,Thanggam,0.0006749851850287206
